Barangay,City,Province,Postal Code,Barangay Code
Alang-alang,Aurora,Zamboanga del Sur,7020,PH450102
Alang-alang,Tambulig,Zamboanga del Sur,7025,PH451901
Alang-alang,Surigao City,Surigao del Norte,8400,PH761901
Alang-Salacsac,Kayapa,Nueva Vizcaya,3708,PH08100P
Alangan,Magsingal,Ilocos Sur,2730,PH021201
Alangan,Limay,Bataan,2103,PH110601
Alangan,Sibalom,Antique,5713,PH291601
Alangilan,Balete,Batangas,4219,PH170401
Alangilan,Batangas City (Capital),Batangas,4200,PH170501
Alangilan,Bacolod City,Negros Occidental,6100,PH330101
Alangilan,Santa Catalina,Negros Oriental,6220,PH361801
Alangilan,Abuyog,Leyte,6510,PH400101
Alangilan,Sagay,Camiguin,9103,PH480501
Alangilanan,Manjuyod,Negros Oriental,6208,PH361501
Alangtin,Tubo,Abra,2814,PH622601
Alanib,Lantapan,Bukidnon,8722,PH471001
Alannay,Lasam,Cagayan,3524,PH061702
Alaoa,Tineg,Abra,2822,PH622502
Alapan I-A,Imus City,Cavite,4103,PH180901
Alapan I-B,Imus City,Cavite,4103,PH18090N
Alapan I-C,Imus City,Cavite,4103,PH18090P
Alapan II-A,Imus City,Cavite,4103,PH180902
Alapan II-B,Imus City,Cavite,4103,PH18090Q
Alapang,La Trinidad (Capital),Benguet,2601,PH641001
Alapasco,Batad,Iloilo,5016,PH320901
Alas,Mandaon,Masbate,5411,PH261001
Alas-as,San Nicolas,Batangas,4207,PH17250H
Alas-as,Madalag,Aklan,5603,PH281002
Alas-asin,Mariveles,Bataan,2105,PH110701
Alasaging,Ma-Ayon,Capiz,5809,PH300702
Alasas,San Fernando City,Pampanga,2000,PH141601
Alaska,Aringay,La Union,2503,PH030201
Alat,Jolo (Capital),Sulu,7400,PH710201
Alauli,Masantol,Pampanga,2017,PH141201
Alawihao,Daet (Capital),Camarines Norte,4600,PH230301
Alawijao,Badian,Cebu,6031,PH350701
Alay-Nangbabaan,Badoc,Ilocos Norte,2904,PH010301
Alayao,Capalonga,Camarines Norte,4607,PH230201
Alayunan,Ma-Ayon,Capiz,5809,PH300703
Alba,Baggao,Cagayan,3506,PH060603
Alba,Tago,Surigao del Sur,8302,PH771801
Albagan,Tampakan,South Cotabato,9507,PH590701
Albalate,Catbalogan City,Samar,6700,PH420501
Albano (Pob.),Dingras,Ilocos Norte,2913,PH010901
Albasan,Claveria,Masbate,5419,PH260701
Albasan,Numancia,Aklan,5604,PH281601
Albiga,Siaton,Negros Oriental,6219,PH361901
Albino Taruc,Socorro,Surigao del Norte,8416,PH76180E
Albor (Pob.),Libjo,Dinagat Islands,8414,PH750401
Alcadesma,Bansud,Oriental Mindoro,5210,PH800201
Alcala,Maria Aurora,Aurora,3202,PH100701
Alcala,Daraga,Albay,4501,PH220301
Alcala (Pob.),Luna,La Union,2518,PH031001
Alcantara,Lemery,Iloilo,5043,PH322502
Alcate,Victoria,Oriental Mindoro,5205,PH801501
Alcazar,Tarangnan,Samar,6704,PH422001
Alcoba,Magsaysay,Palawan,5319,PH811401
Aldavoc,Tagkawayan,Quezon,4321,PH203801
Aldeguer,Sara,Iloilo,5014,PH324102
Aldezar,Sipocot,Camarines Sur,4408,PH243401
Aldiano Olaes,Gen. Mariano Alvarez,Cavite,4117,PH182301
Alegre,Sebaste,Antique,5709,PH291503
Alegre,Tibiao,Antique,5707,PH291701
Alegre,Oton,Iloilo,5020,PH323103
Alegre,Dulag,Leyte,6505,PH401301
Alegre,Bansalan,Davao del Sur,8005,PH530101
Alegria,Pio V. Corpuz,Masbate,5406,PH261601
Alegria,Barcelona,Sorsogon,4712,PH270101
Alegria,Buruanga,Aklan,5609,PH280501
Alegria,Caluya,Antique,5711,PH290501
Alegria,San Remigio,Antique,5714,PH291402
Alegria,Sibunag,Guimaras,5048,PH310501
Alegria,Dingle,Iloilo,5035,PH321504
Alegria,Murcia,Negros Occidental,6129,PH332002
Alegria,Carmen,Bohol,6319,PH341201
Alegria,Catigbian,Bohol,6343,PH341301
Alegria,Loboc,Bohol,6316,PH342902
Alegria,Cordova,Cebu,6017,PH352001
Alegria,Tuburan,Cebu,6043,PH355201
Alegria,Caibiran,Biliran,6548,PH380401
Alegria,Bato,Leyte,6525,PH400601
Alegria,Julita,Leyte,6506,PH402001
Alegria,Ormoc City,Leyte,6541,PH403001
Alegria,San Isidro,Northern Samar,6409,PH411801
Alegria,Santa Rita,Samar,6718,PH421701
Alegria,Zumarraga,Samar,6725,PH422301
Alegria,Baliguian,Zamboanga del Norte,7123,PH442401
Alegria,Aurora,Zamboanga del Sur,7020,PH450103
Alegria,Pagadian City,Zamboanga del Sur,7016,PH451401
Alegria,Alicia,Zamboanga Sibugay,7040,PH460101
Alegria,Bacolod,Lanao del Norte,9205,PH490101
Alegria,Lopez Jaena,Misamis Occidental,7208,PH500801
Alegria,Cateel,Davao Oriental,8205,PH540502
Alegria,President Roxas,North Cotabato,9405,PH571301
Alegria,Alabel (Capital),Sarangani,9501,PH580101
Alegria,San Francisco,Agusan del Sur,8501,PH740801
Alegria,Santa Monica,Surigao del Norte,8422,PH761602
Alegria,Surigao City,Surigao del Norte,8400,PH761902
Alegria,Marihatag,Surigao del Sur,8306,PH771401
Alegria,Corcuera,Romblon,5514,PH820601
Alegria Norte,Loay,Bohol,6303,PH342802
Alegria Sur,Loay,Bohol,6303,PH342803
Alejal,Carmen,Davao del Norte,8101,PH520201
Alejandra Navarro,Davao City,Davao del Sur,8000,PH53021J
Alejandro Village,Allen,Northern Samar,6405,PH410101
Alejawan,Duero,Bohol,6309,PH342101
Alejawan,Jagna,Bohol,6308,PH342501
Alejo Malasig,Vintar,Ilocos Norte,2915,PH01230J
Alejos,Bato,Leyte,6525,PH400602
Alem,Pudtol,Apayao,3812,PH630602
Alemania,Nampicuan,Nueva Ecija,3116,PH131801
Alemania,Dimiao,Bohol,6305,PH342002
Alfaco,Naga City,Cebu,6037,PH353401
Alfonso,Gregorio del Pilar,Ilocos Sur,2720,PH021001
Alfonso,Concepcion,Tarlac,2316,PH150501
Alfonso Angliongto Sr.,Davao City,Davao del Sur,8000,PH53025B
Alfonso Tabora,Baguio City,Benguet,2600,PH640234
Alfonso XII,Libacao,Aklan,5602,PH280902
Alfonso XIII (Pob.),Quezon,Palawan,5304,PH811701
Alga,Catarman,Camiguin,9104,PH480101
Algeciras,Agutaya,Palawan,5320,PH810201
Ali Alsree,Roseller Lim,Zamboanga Sibugay,7002,PH46120L
Ali-is,Bayawan City,Negros Oriental,6221,PH360601
Aliaga,Malasiqui,Pangasinan,2421,PH042404
Aliaga,Bambang,Nueva Vizcaya,3702,PH080403
Alianza,San Fernando,Camarines Sur,4415,PH243201
Alianza,Bago City,Negros Occidental,6101,PH330202
Alibaba,Calbayog City,Samar,6710,PH420303
Alibadabad,San Mariano,Isabela,3332,PH073101
Alibago,Santa Barbara,Pangasinan,2419,PH043801
Alibago,Enrile,Cagayan,3501,PH061201
Alibagon,Makato,Aklan,5611,PH281103
Alibagon,Cajidiocan,Romblon,5512,PH820301
Alibagu,Ilagan City,Isabela,3300,PH071403
Alibangsay,Bagulin,La Union,2512,PH030401
Alibayog,Sara,Iloilo,5014,PH324103
Alibayon,Magpet,North Cotabato,9404,PH570601
Alibeng,Sison,Pangasinan,2434,PH044102
Alibihaban,San Andres,Quezon,4314,PH203301
Alibog,Magsaysay,Occidental Mindoro,5101,PH790501
Alibuag,San Andres,Catanduanes,4810,PH250802
Alibunan,Calinog,Iloilo,5040,PH321204
Alibungbungan,Nagcarlan,Laguna,4002,PH191702
Alicante,Enrique B. Magalona,Negros Occidental,6118,PH330802
Alicaocao,Cauayan City,Isabela,3305,PH070801
Alicia,Aglipay,Quirino,3403,PH09010J
Alicia,Molave,Zamboanga del Sur,7023,PH451301
Alicia,Quezon City,Metro Manila,1105,PH611801
Alicomohan,Sugbongcogon,Misamis Oriental,9009,PH512301
Aliguay,Maribojoc,Bohol,6336,PH343203
Aliguay,Dapitan City,Zamboanga del Norte,7101,PH440101
Aliji,Tagkawayan,Quezon,4321,PH203802
Alijis,Bacolod City,Negros Occidental,6100,PH330102
Alijis,Valladolid,Negros Occidental,6103,PH333001
Alilao,Dasol,Pangasinan,2411,PH041901
Alilem Daya (Pob.),Alilem,Ilocos Sur,2716,PH020101
Alilinu,Camalaniugan,Cagayan,3510,PH061004
Aliliw,Lucban,Quezon,4328,PH201702
Alim,Hinoba-an,Negros Occidental,6114,PH331201
Alima,Bacoor City,Cavite,4102,PH180301
Alimanao,Penablanca,Cagayan,3502,PH061902
Alimango,Escalante City,Negros Occidental,6124,PH330901
Alimanguan,San Vicente,Palawan,5309,PH811901
Alimbo-Baybay,Nabas,Aklan,5607,PH281401
Alimbuyog,Milaor,Camarines Sur,4413,PH242101
Alimit,Kasibu,Nueva Vizcaya,3703,PH080902
Alimit,Mayoyao,Ifugao,3602,PH650602
Alimoan,Claveria,Cagayan,3519,PH061101
Alimodias,Miagao,Iloilo,5023,PH322803
Alimono,Passi City,Iloilo,5037,PH323206
Alimsog,Santo Domingo,Albay,4508,PH221601
Alin,Donsol,Sorsogon,4715,PH270601
Alinaay,Cabugao,Ilocos Sur,2732,PH020501
Alinam,Cauayan City,Isabela,3305,PH070802
Alinawan,Panganiban,Catanduanes,4806,PH250701
Alinaya,Pidigan,Abra,2806,PH621801
Alincaoeg,Santa Lucia,Ilocos Sur,1117,PH022501
Alindahaw,Tukuran,Zamboanga del Sur,7019,PH452001
Alingaro,General Trias City,Cavite,4107,PH180801
Alingarog,Guiuan,Eastern Samar,6809,PH390901
Alinggan,Bayambang,Pangasinan,2423,PH041101
Alinsolong,Batad,Iloilo,5016,PH320902
Alinun,Saguiaran,Lanao del Sur,9701,PH692401
Alinunu,Abulug,Cagayan,3517,PH060101
Alion,Mariveles,Bataan,2105,PH110702
Alip (Pob.),Datu Paglas,Maguindanao,9617,PH700401
Alip Lalabuan,Masiu,Lanao del Sur,9706,PH691703
Alipang,Rosario,La Union,2506,PH031301
Alipangpang,Pozorrubio,Pangasinan,2435,PH043001
Alipao,Alegria,Surigao del Norte,8425,PH760102
Alipaoy,Paluan,Occidental Mindoro,5107,PH790701
Alipasiawan,Dumarao,Capiz,5812,PH300405
Alipata,Carles,Iloilo,5019,PH321302
Alipit,Magdalena,Laguna,4007,PH191501
Alipit,Santa Cruz (Capital),Laguna,4009,PH192601
Alipuaton,Salay,Misamis Oriental,9007,PH512201
Aliputos,Numancia,Aklan,5604,PH281602
Alitao,Tayabas City,Quezon,4327,PH203901
Alitap,Mauban,Quezon,4330,PH202002
Alitas,Infanta,Quezon,4336,PH201403
Alitaya,Mangaldan,Pangasinan,2432,PH042601
Alitungtung,Amulung,Cagayan,3505,PH060403
Aliwagwag,Cateel,Davao Oriental,8205,PH540503
Aliwanay,Balamban,Cebu,6041,PH350802
Aliwekwek,Lingayen (Capital),Pangasinan,2401,PH042201
Alkikan,Malungon,Sarangani,9503,PH580701
Allab,Arakan,North Cotabato,9417,PH571801
Allabon,Agno,Pangasinan,2408,PH040101
Allaguia,Pinukpuk,Kalinga,3806,PH660402
Allang,Ligao City,Albay,4504,PH220802
Allangigan,San Juan,La Union,2514,PH031601
Allangigan,Angadanan,Isabela,3307,PH070201
Allangigan,Conner,Apayao,3807,PH630201
Allangigan Primero,Candon City,Ilocos Sur,2710,PH020601
Allangigan Segundo,Candon City,Ilocos Sur,2710,PH020602
Allasitan,Pamplona,Cagayan,3522,PH061802
Alleomar,Lupi,Camarines Sur,4409,PH241901
Allig,Flora,Apayao,3810,PH630301
Allinguigan 1st,Ilagan City,Isabela,3300,PH071404
Allinguigan 2nd,Ilagan City,Isabela,3300,PH071405
Allinguigan 3rd,Ilagan City,Isabela,3300,PH071406
Alloy,Kasibu,Nueva Vizcaya,3703,PH08090U
Alma Villa,Gloria,Oriental Mindoro,5209,PH80060T
Almacen,Hermosa,Bataan,2111,PH110502
Almacen,Unisan,Quezon,4305,PH204101
Almaguer North,Bambang,Nueva Vizcaya,3702,PH080404
Almaguer South,Bambang,Nueva Vizcaya,3702,PH080405
Almanza Dos,Las Pinas City,Metro Manila,1750,PH61240A
Almanza Uno,Las Pinas City,Metro Manila,1750,PH612401
Almaria,Anda,Bohol,6311,PH340301
Almendras (Pob.),Padada,Davao del Sur,8007,PH530901
Almendras-Cogon (Pob.),Sorsogon City,Sorsogon,4700,PH271502
Almero,Esperanza,Masbate,5407,PH260902
Almenana,Lemery,Iloilo,5043,PH322503
Almieda,Balaoan,La Union,2517,PH03050T
Almine,San Jacinto,Masbate,5417,PH261901
Almojuela,Viga,Catanduanes,4805,PH251001
Alnay,Polangui,Albay,4506,PH221402
Alno,La Trinidad (Capital),Benguet,2601,PH641002
Alo,Oslob,Cebu,6025,PH353501
Alo-o,Umingan,Pangasinan,2443,PH044402
Alobo,Daraga,Albay,4501,PH220302
Alobo,Santa Cruz,Marinduque,4902,PH780501
Alog,Salcedo,Eastern Samar,6807,PH391902
Alog,Lumbatan,Lanao del Sur,9307,PH691101
Alog,Tubaran,Lanao del Sur,9304,PH692701
Alogoog,Badoc,Ilocos Norte,2904,PH010302
Aloja,Batuan,Bohol,6318,PH340701
Alojipan,Culasi,Antique,5708,PH290601
Aloleng,Agno,Pangasinan,2408,PH040102
Alomanay,Palanan,Isabela,3334,PH07210F
Alomon,Polangui,Albay,4506,PH221403
Alon,Valderrama,Antique,5703,PH29180N
Aloneros,Guinayangan,Quezon,4319,PH201202
Alonganan,Datu Piang,Maguindanao,9607,PH700501
Alonganan,Datu Salibo,Maguindanao,9625,PH703501
Alongong,Libon,Albay,4507,PH220701
Aloon,Pantao Ragat,Lanao del Norte,9208,PH491601
Alos,Alaminos City,Pangasinan,2404,PH040301
Alowin,Poona Piagapo,Lanao del Norte,9204,PH491701
Alsam Ibaba,Tayabas City,Quezon,4327,PH20390K
Alsam Ilaya,Tayabas City,Quezon,4327,PH20390R
Alsem,Vintar,Ilocos Norte,2915,PH012302
Alta Vista,Ormoc City,Leyte,6541,PH403032
Alta Vista,Bansalan,Davao del Sur,8005,PH530102
Altavista,San Fernando,Masbate,5416,PH261801
Altavista,Poro,Cebu,6049,PH353802
Altavista,Baybay City,Leyte,6521,PH400701
Altavista,Matalom,Leyte,6526,PH402702
Alteza,Sipocot,Camarines Sur,4408,PH243402
Altura Bata,Tanauan City,Batangas,4232,PH173101
Altura Matanda,Tanauan City,Batangas,4232,PH173102
Altura-South,Tanauan City,Batangas,4232,PH173103
Alu Bunah,Pangutaran,Sulu,7414,PH710801
Alu Bus-Bus,Lugus,Sulu,7411,PH711701
Alu Layag-Layag,Parang,Sulu,7408,PH71090K
Alu Pangkoh,Parang,Sulu,7408,PH710902
Alu-Duyong,Lugus,Sulu,7411,PH711702
Alu-Kabingaan,Tapul,Sulu,7410,PH711403
Alua,San Isidro,Nueva Ecija,3106,PH132501
Alubijid,Buenavista,Agusan del Norte,8601,PH730103
Alucao,Santa Teresita,Cagayan,3512,PH062501
Alucao Weste,Buguey,Cagayan,3511,PH06080Q
Aludaid,San Juan,La Union,2514,PH031602
Aludas,Damulog,Bukidnon,8721,PH470201
Alugan,San Policarpo,Eastern Samar,6821,PH392101
Alugmawa,Lambunao,Iloilo,5042,PH322303
Alula,Talugtug,Nueva Ecija,3118,PH133101
Aluling,Cervantes,Ilocos Sur,2718,PH020801
Alulod,Indang,Cavite,4122,PH181002
Alumar,Getafe,Bohol,6334,PH342601
Alumbrado,Nagcarlan,Laguna,4002,PH191703
Alumpang Paino Mimbalay,Masiu,Lanao del Sur,9706,PH691704
Aluna,Initao,Misamis Oriental,9022,PH511001
Alunan (Pob.),Quezon,Isabela,3324,PH072202
Alunogan,Natonin,Mountain Province,2624,PH670501
Alupay,Rosario,Batangas,4225,PH172101
Alupay,Sampaloc,Quezon,4329,PH203201
Alupay,Tayabas City,Quezon,4327,PH203902
Alupaye,Pagbilao,Quezon,4302,PH202301
Alupidian,Tigbauan,Iloilo,5021,PH324201
Alusiis,San Narciso,Zambales,2205,PH161201
Aluyon,Burdeos,Quezon,4340,PH200501
Alvar,Caraga,Davao Oriental,8203,PH540401
Alvaniz,Patnongon,Antique,5702,PH291201
Alvenda,Mutia,Zamboanga del Norte,7107,PH440801
Alvindia Segundo,Tarlac City,Tarlac,2300,PH151602
Alwa,Palauig,Zambales,2210,PH160801
Alzate,Bangar,La Union,2519,PH030602
Amabel,Magpet,North Cotabato,9404,PH57060T
Amacalan,Malasiqui,Pangasinan,2421,PH042405
Amacalan,Gerona,Tarlac,2302,PH150602
Amado,Pudtol,Apayao,3812,PH63060D
Amag,Bayabas,Surigao del Sur,8303,PH770201
Amaga,Patnanungan,Quezon,4341,PH202501
Amaga,Sigma,Capiz,5816,PH301602
Amaga,Hinundayan,Southern Leyte,6609,PH430401
Amaga,Liloan,Southern Leyte,6612,PH430601
Amaga,Barobo,Surigao del Sur,8309,PH770101
Amagbagan,Pozorrubio,Pangasinan,2435,PH043002
Amagbagan,Sison,Pangasinan,2434,PH044103
Amagna (Pob.),San Felipe,Zambales,2204,PH161001
Amagos,Bato,Leyte,6525,PH400603
Amagusan,Anahawan,Southern Leyte,6610,PH430101
Amahit,Barugo,Leyte,6519,PH400502
Amalbalan,Dasol,Pangasinan,2411,PH041902
Amallapay,Tubao,La Union,2509,PH032001
Amaloy,Ungkaya Pukan,Basilan,7311,PH681001
Amamaros,Pototan,Iloilo,5008,PH323402
Amambucale,Marabut,Samar,6721,PH421001
Amampacang,Calbayog City,Samar,6710,PH420304
Amamperez,Bayambang,Pangasinan,2423,PH041102
Amamperez,Villasis,Pangasinan,2427,PH044701
Amancion,Catmon,Cebu,6006,PH351602
Amancoro,Binmaley,Pangasinan,2417,PH041301
Amancosiling Norte,Bayambang,Pangasinan,2423,PH041103
Amancosiling Sur,Bayambang,Pangasinan,2423,PH041104
Amandangay,Tabontabon,Leyte,6504,PH403801
Amandayehan,Basey,Samar,6720,PH420201
Amandiego,Alaminos City,Pangasinan,2404,PH040302
Amangbangan,Alaminos City,Pangasinan,2404,PH040303
Amanluran,Tanauan,Leyte,6502,PH404002
Amanoaoac,Mapandan,Pangasinan,2429,PH042801
Amansabina,Mangaldan,Pangasinan,2432,PH042602
Amantacop,Borongan City,Eastern Samar,6800,PH390402
Amantillo,Marabut,Samar,6721,PH42100F
Amar,Tibiao,Antique,5707,PH291702
Amarao,Santa Cruz,Ilocos Sur,1104,PH022401
Amaronan,Umingan,Pangasinan,2443,PH044403
Amas,Kidapawan City,North Cotabato,9400,PH570401
Amas,Brooke'S Point,Palawan,5305,PH810601
Amatong,Odiongan,Romblon,5505,PH820901
Amatugan,Tuburan,Cebu,6043,PH355202
Amaya I,Tanza,Cavite,4108,PH182001
Amaya II,Tanza,Cavite,4108,PH18200R
Amaya III,Tanza,Cavite,4108,PH18200S
Amaya IV,Tanza,Cavite,4108,PH18200T
Amaya V,Tanza,Cavite,4108,PH18200U
Amaya VI,Tanza,Cavite,4108,PH18200V
Amaya VII,Tanza,Cavite,4108,PH18200W
Amayco,Murcia,Negros Occidental,6129,PH332003
Amayong,San Dionisio,Iloilo,5015,PH323502
Amazion,Kidapawan City,North Cotabato,9400,PH570402
Ambabaay,Bani,Pangasinan,2407,PH040801
Ambabag,Kiangan,Ifugao,3604,PH650301
Ambacan,Baybay City,Leyte,6521,PH400702
Ambacon,Hinunangan,Southern Leyte,6608,PH430301
Ambacon,Las Nieves,Agusan del Norte,8610,PH730701
Ambadao,Datu Piang,Maguindanao,9607,PH700502
Ambago,Butuan City,Agusan del Norte,8600,PH730203
Ambaguio,Besao,Mountain Province,2618,PH670302
Ambalangan-Dalin,San Fabian,Pangasinan,2433,PH043301
Ambalatungan,Santiago City,Isabela,3311,PH073502
Ambalayat,Tagudin,Ilocos Sur,2714,PH023302
Ambalgan,Santo Nino,South Cotabato,9509,PH591101
Ambalingit,Mayantoc,Tarlac,2304,PH150801
Ambalite,Pugo,La Union,2508,PH031201
Ambangonan,Pugo,La Union,2508,PH031202
Ambangonan,Rosario,La Union,2506,PH031302
Ambao,Hinundayan,Southern Leyte,6609,PH430402
Ambaracao Norte,Naguilian,La Union,2511,PH031104
Ambaracao Sur,Naguilian,La Union,2511,PH031105
Ambarihon,Tubungan,Iloilo,5027,PH324303
Ambasa,Lamut,Ifugao,3605,PH650501
Ambasador Alzate Village,Nampicuan,Nueva Ecija,3116,PH131802
Ambasing,Sagada,Mountain Province,2619,PH670903
Ambassador,Tublay,Benguet,2615,PH641401
Ambatali,Ramon,Isabela,3319,PH072401
Ambato Legleg,Tinglayan,Kalinga,3804,PH660801
Ambayat I,Bayambang,Pangasinan,2423,PH041105
Ambayat II,Bayambang,Pangasinan,2423,PH041106
Ambil,Looc,Occidental Mindoro,5111,PH790302
Ambilay,Panitan,Capiz,5815,PH301004
Ambiong,Baguio City,Benguet,2600,PH64022V
Ambiong,La Trinidad (Capital),Benguet,2601,PH641003
Ambitacay,Agoo,La Union,2504,PH030101
Ambitacay,Santo Tomas,La Union,2505,PH031701
Ambolodto,Datu Odin Sinsuat,Maguindanao,9601,PH700601
Ambolong,Aroroy,Masbate,5414,PH260101
Ambolong,Batan,Aklan,5615,PH280401
Ambolong,Marawi City,Lanao del Sur,9700,PH691601
Ambonao,Calasiao,Pangasinan,2418,PH041701
Ambongdolan,Tublay,Benguet,2615,PH641402
Amboyu-an,San Joaquin,Iloilo,5024,PH323701
Ambuan,Catigbian,Bohol,6343,PH341302
Ambucao,Santiago,Ilocos Sur,2707,PH022702
Ambuclao,Bokod,Benguet,2605,PH640401
Ambuetel,Calasiao,Pangasinan,2418,PH041702
Ambugat,Burgos,Ilocos Sur,2410,PH020401
Ambulogan,Narvacan,Ilocos Sur,2704,PH021402
Ambulon,Vincenzo A. Sagun,Zamboanga del Sur,7036,PH45260E
Ambulong,Tanauan City,Batangas,4232,PH173104
Ambulong,Leon,Iloilo,5026,PH322604
Ambulong,San Jose,Occidental Mindoro,5100,PH791001
Ambulong,Corcuera,Romblon,5514,PH820602
Ambulong,Magdiwang,Romblon,5511,PH820803
Ambulong Sapal,Sibutu,Tawi Tawi,7510,PH721101
Amduntog,Asipulo,Ifugao,3610,PH651101
Amdus,Ayungon,Negros Oriental,6210,PH360201
Ameligan,Pontevedra,Capiz,5802,PH301203
Amerang,Cabatuan,Iloilo,5031,PH321102
Amerang,Maasin,Iloilo,5030,PH322704
Amgaleyguey,Buguias,Benguet,2607,PH640502
Amganad,Banaue,Ifugao,3601,PH650101
Amguhan,Baybay City,Leyte,6521,PH400703
Amguid,Candon City,Ilocos Sur,2710,PH020603
Amihan,Quezon City,Metro Manila,1102,PH611802
Amilong Labeng,Kayapa,Nueva Vizcaya,3708,PH081002
Amilongan,Alilem,Ilocos Sur,2716,PH020102
Amin,Isabela,Negros Occidental,6128,PH331401
Amio,Santa Catalina,Negros Oriental,6220,PH361802
Amiroy,Mina,Iloilo,5032,PH322903
Amistad,Tayug,Pangasinan,2445,PH044302
Amistad,Alicia,Isabela,3306,PH070101
Amito Marantao,Marawi City,Lanao del Sur,9700,PH69161F
Amlang,Rosario,La Union,2506,PH031303
Amlao,Tabuk City,Kalinga,3800,PH660602
Amlimay,Buguias,Benguet,2607,PH640503
Amlongan,Buhi,Camarines Sur,4433,PH240505
Ammacian,Pinukpuk,Kalinga,3806,PH660403
Ammubuan,Ballesteros,Cagayan,3516,PH060701
Ammueg,Ambaguio,Nueva Vizcaya,3701,PH080101
Ammugauan,Santo Tomas,Isabela,3327,PH073601
Amobocan,Cauayan City,Isabela,3305,PH070803
Amoguis,Polangui,Albay,4506,PH221404
Amoguis,Lagonoy,Camarines Sur,4425,PH241703
Amoingon,Boac (Capital),Marinduque,4900,PH780103
Amolongin,Infanta,Quezon,4336,PH201404
Amomokpok,Ragay,Camarines Sur,4410,PH243003
Amomonting,Castilla,Sorsogon,4713,PH270501
Amonoy,Majayjay,Laguna,4005,PH191601
Amontay,Macalelon,Quezon,4309,PH201901
Amontay,Pitogo,Quezon,4308,PH202701
Amontay,Binalbagan,Negros Occidental,6107,PH330301
Amontay,Nasipit,Agusan del Norte,8602,PH730902
Amontay,San Francisco,Surigao del Norte,8401,PH761401
Amontay,Marihatag,Surigao del Sur,8306,PH771402
Amontoc,San Gabriel,La Union,2513,PH031501
Amor Cruz,Laak,Davao de Oro,8810,PH56020G
Amorogtong,Igbaras,Iloilo,5029,PH322002
Amoros,El Salvador City,Misamis Oriental,9017,PH510701
Amoroy,Aroroy,Masbate,5414,PH260102
Amoslog,Placer,Surigao del Norte,8405,PH761201
Amot,Burdeos,Quezon,4340,PH200502
Amotag,Aroroy,Masbate,5414,PH260103
Amoyong,Wao,Lanao del Sur,9716,PH692901
Ampakling,Diadi,Nueva Vizcaya,3712,PH08060B
Ampalioc,Luba,Abra,2813,PH621401
Ampandula,Santa,Ilocos Sur,2703,PH022201
Ampao,Bacolod-Kalawi,Lanao del Sur,9316,PH690101
Amparado (Pob.),Milaor,Camarines Sur,4413,PH242102
Amparo,Patnongon,Antique,5702,PH291202
Amparo,Pavia,Iloilo,5001,PH323302
Amparo,Macrohon,Southern Leyte,6601,PH430802
Amparo,Butuan City,Agusan del Norte,8600,PH730204
Ampawid,Laak,Davao de Oro,8810,PH56020H
Ampayon,Butuan City,Agusan del Norte,8600,PH730205
Ampenican,Salay,Misamis Oriental,9007,PH512202
Ampianga,Sugbongcogon,Misamis Oriental,9009,PH512302
Ampid I,San Mateo,Rizal,1850,PH211101
Ampid II,San Mateo,Rizal,1850,PH21110A
Ampihanon,Baybay City,Leyte,6521,PH400704
Ampon,Malungon,Sarangani,9503,PH580702
Ampongol,Sogod,Cebu,6007,PH354701
Ampuagan,Santa Maria,Ilocos Sur,2440,PH022602
Ampuan,Buldon,Maguindanao,9615,PH700201
Ampucao,Itogon,Benguet,2604,PH640601
Ampusongan,Bakun,Benguet,2610,PH640301
Amsic,Angeles City,Pampanga,2009,PH14010Y
Amsipit,Maasim,Sarangani,9502,PH580401
Amti,Boliney,Abra,2815,PH620201
Amtic,Ligao City,Albay,4504,PH220803
Amtuagan,Tubo,Abra,2814,PH622602
Amucao,Tarlac City,Tarlac,2300,PH151603
Amuguis,Mulanay,Quezon,4312,PH202102
Amungan,Iba (Capital),Zambales,2201,PH160501
Amunitan,Gonzaga,Cagayan,3513,PH061401
Amurao,Cabatuan,Iloilo,5031,PH321103
Amuyong,Alfonso,Cavite,4123,PH180101
Amuyong,Mabitac,Laguna,4020,PH191401
An-an,Hinundayan,Southern Leyte,6609,PH430403
An-annam,Bantay,Ilocos Sur,2727,PH020302
Anaao,Alilem,Ilocos Sur,2716,PH020103
Anaba,Banaue,Ifugao,3601,PH650102
Anabel,Sadanga,Mountain Province,2617,PH670801
Anabo,Lemery,Iloilo,5043,PH322504
Anabu I-A,Imus City,Cavite,4103,PH180903
Anabu I-B,Imus City,Cavite,4103,PH18090R
Anabu I-C,Imus City,Cavite,4103,PH18090S
Anabu I-D,Imus City,Cavite,4103,PH18090T
Anabu I-E,Imus City,Cavite,4103,PH18090U
Anabu I-F,Imus City,Cavite,4103,PH18090V
Anabu I-G,Imus City,Cavite,4103,PH18090W
Anabu II-A,Imus City,Cavite,4103,PH180904
Anabu II-B,Imus City,Cavite,4103,PH18090X
Anabu II-C,Imus City,Cavite,4103,PH18090Y
Anabu II-D,Imus City,Cavite,4103,PH18090Z
Anabu II-E,Imus City,Cavite,4103,PH180910
Anabu II-F,Imus City,Cavite,4103,PH180911
Anagasi,Paranas,Samar,6703,PH422201
Anagguan,Rizal,Cagayan,3526,PH062101
Anahao,Bontoc,Southern Leyte,6604,PH430213
Anahao,Odiongan,Romblon,5505,PH820902
Anahao Bag-o,Tago,Surigao del Sur,8302,PH771802
